occurrenceID,kingdom,phylum,class,order,family,genus,species,countryCode,locality,stateProvince,occurrenceStatus,eventDate,taxonKey,speciesKey,basisOfRecord,institutionCode,identifiedBy,dateIdentified,rightsHolder,recordedBy
119,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Pentapodus emeryii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379916,2379916,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
117,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Parapercis cylindrica,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209970,5209970,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
104,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,Chrysiptera tricincta,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2399273,2399273,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
112,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus fuscoguttatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2388440,2388440,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
106,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212047,5212047,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
105,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379621,2379621,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
115,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus grammistes,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2395887,2395887,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
111,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus coeruleopunctatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2388139,2388316,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
113,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus carponotatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384805,2384805,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
122,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,Pseudanthias huchtii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2387625,2387625,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
114,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus lutjanus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384741,2384741,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
107,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus melanurus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212037,5212037,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
91,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Taeniamia,Taeniamia zosterophora,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2397407,7732184,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
83,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398488,2398488,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
77,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma jansenii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384497,2384497,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
99,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus quinquelineatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2397549,2397549,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
84,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon aureus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398497,2398497,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
78,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lunare,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384468,2384468,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
98,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,Chaetodontoplus conspicillatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2396576,2396576,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
100,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chelmon,Chelmon rostratus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209920,5209920,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
94,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis microprion,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2388881,2388881,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
101,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Choerodon,Choerodon anchorago,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2382966,2382966,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
121,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398388,2398388,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
95,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon kleinii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385458,2385458,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
118,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Pentapodus caninus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379907,2379907,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
85,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398488,2398488,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
92,Animalia,Chordata,Actinopterygii,Perciformes,Caesionidae,Caesio,Caesio cuning,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2374789,2374789,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
87,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Amphiprion clarkii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212081,5212081,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
81,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf vaigiensis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398645,2398634,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
79,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,Upeneus tragula,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2396757,2396757,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
86,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon leucogaster,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398513,2398513,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
80,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379864,2379864,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
97,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385422,2385422,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
88,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus angustatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211864,2397343,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
90,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Pristicon,Pristicon trimaculatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211598,7193008,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
89,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus cookii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211591,5853522,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
82,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Aethaloperca,Aethaloperca rogaa,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2388085,2388085,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
59,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis atripectoralis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212173,5212173,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
74,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus guttatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2390286,2390286,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
58,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Chlorurus,Chlorurus bleekeri,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211140,5211140,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
52,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Pristiapogon,Pristiapogon kallopterus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211889,5853528,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
66,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Parapercis cylindrica,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209970,5209970,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
69,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398388,2398388,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
73,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus argenteus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2390180,2390180,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
53,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster valentini,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,10902559,2407698,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
76,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma hardwicke,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384462,2384460,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
75,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena flavicauda,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2394248,2394248,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
70,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus moluccensis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398282,2398282,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
93,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster valentini,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,10902559,2407698,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
96,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon melannotus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385556,2385556,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
67,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus pictus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,9713196,9713196,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
60,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis viridis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212219,5212219,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
62,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212047,5212047,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
56,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon oxycephalus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385550,2385550,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
54,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon auriga,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385390,2385390,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
61,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379621,2379621,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
55,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon melannotus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385556,2385556,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
72,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus niger,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2393689,2393689,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
65,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2396832,,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
63,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212031,5212031,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
64,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus kasmira,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385129,2385129,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
57,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus quinquelineatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2397551,2397549,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
33,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus ghobban,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2393577,2393577,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
45,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf whitleyi,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398633,2398633,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
48,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398488,2398488,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
27,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,Parupeneus barberinus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2396650,2396650,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
41,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma jansenii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384497,2384497,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
28,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Pentapodus emeryii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379916,2379916,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
49,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398487,,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
34,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus niger,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2393689,2393689,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
51,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Zoramia,Zoramia fragilis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211931,2397559,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
44,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2374663,2374663,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
